"origin","destination","arr_delay_time","num_of_flights","flight_time","distance","carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay"
"SFO","LAX",6.4463,55054,54.8741,337.0000,2.5953,0.0559,1.9607,0.0045,8.5813
"SJC","LAX",4.8722,28332,51.3482,308.0000,1.2329,0.0866,1.3759,0.0577,5.1565
"SJU","LAX",4.3439,821,417.4810,3386.0000,3.4503,0.0000,3.9572,0.1381,3.3633
"SLC","LAX",3.4109,22947,87.3730,590.0000,2.0687,0.2022,2.3950,0.0041,3.7787
"SMF","LAX",5.0491,22250,60.0382,373.0000,1.7172,0.0667,1.3275,0.0357,5.3470
"SNA","LAX",-3.6324,72,16.1912,36.0000,0.0000,0.0000,5.8000,0.0000,12.6000
"STL","LAX",-0.5365,10907,215.2451,1593.0000,2.5378,0.3161,2.4034,0.0007,3.0749
"TPA","LAX",1.7331,3681,283.2609,2158.0000,1.8648,0.5541,2.6733,0.0140,3.0471
"TUS","LAX",3.1546,11322,71.1266,451.0000,1.1667,0.1568,0.9784,0.0297,5.8170
"ABQ","ORD",11.1584,4899,140.1395,1118.0000,3.5882,0.6892,9.2525,0.0295,3.7155
"ALB","ORD",11.3107,4788,113.6032,723.0000,7.1386,0.4693,10.1873,0.0000,4.0489
"ANC","ORD",11.3125,1713,329.4640,2846.0000,4.8096,0.0000,3.4396,0.0158,8.6686
"ATL","ORD",15.1874,41638,94.5033,606.0000,3.9734,0.4209,10.9549,0.0006,5.8826
"AUS","ORD",11.5310,11896,131.0069,978.0000,1.6986,0.3333,10.5311,0.0201,5.1606
"BDL","ORD",5.1971,17550,123.9136,783.0000,2.8953,0.3296,7.4742,0.0159,2.9464
"BNA","ORD",9.4389,3879,71.8692,409.0000,2.6869,0.0919,7.6436,0.0000,4.8471
"BOI","ORD",2.9359,2174,176.8690,1437.0000,4.2541,0.1407,5.4453,0.0000,1.6631
"BOS","ORD",10.2350,45251,134.2858,867.0000,2.3242,0.6145,10.6364,0.0331,5.3449
"BTV","ORD",10.0642,2950,116.9202,763.0000,8.6865,0.2607,8.7397,0.0000,4.1048
"BUF","ORD",9.3379,7172,78.4453,473.0000,5.5670,0.3387,9.0295,0.0000,5.4529
"BWI","ORD",7.3975,19393,101.8542,622.0000,1.9942,0.3540,7.4028,0.0070,5.0222
"BZN","ORD",17.7241,89,148.7586,1186.0000,6.2647,0.0000,29.9118,0.0000,21.1176
"CID","ORD",0.4091,22,39.0455,196.0000,NULL,NULL,NULL,NULL,NULL
"CLE","ORD",10.2860,10784,58.9024,316.0000,3.5585,0.2832,10.3686,0.0000,5.1441
"CLT","ORD",11.5729,8722,96.9576,599.0000,1.9244,0.1405,11.8946,0.0000,6.1866
"CMH","ORD",9.4548,10437,55.1602,296.0000,1.6880,0.2950,11.1776,0.0157,5.6348
"CVG","ORD",11.4765,9097,51.5760,264.0000,3.0366,0.2258,12.0176,0.0183,3.1142
"DAY","ORD",12.9690,3827,48.0434,240.0000,5.1997,0.1790,10.4906,0.0000,5.0572
"DCA","ORD",7.7092,45059,99.5308,612.0000,1.9692,0.4409,8.6262,0.0037,4.6634
"DEN","ORD",12.9763,40315,113.9928,888.0000,3.6208,0.6145,8.9738,0.0041,6.2255
"DFW","ORD",14.1750,50600,109.6339,802.0000,2.8488,1.0342,10.9211,0.0104,5.9451
"DSM","ORD",10.3953,5405,51.4749,299.0000,2.1433,0.3018,11.8338,0.0000,5.3567
"DTW","ORD",8.7728,23510,47.1941,235.0000,2.6248,0.3524,9.0676,0.0114,4.5019
"EGE","ORD",20.3918,1101,126.8444,1007.0000,6.3275,2.4592,12.5455,0.0000,10.7669
"ELP","ORD",11.7468,4488,153.1207,1236.0000,3.7616,0.1689,11.6390,0.0000,3.9777
"EWR","ORD",16.1682,34503,115.5094,719.0000,2.2805,0.5397,11.1133,0.0064,10.0627
"FLL","ORD",14.2399,12863,167.8508,1182.0000,2.9962,0.4330,11.3052,0.0141,5.3740
"GEG","ORD",1.3493,2179,183.0232,1498.0000,4.3629,0.0933,5.4733,0.0000,0.3197
"GRR","ORD",6.4935,6907,31.8007,137.0000,2.8929,0.1537,7.3183,0.0000,5.0840
"GSO","ORD",13.6904,3686,95.4854,590.0000,4.5221,0.1646,15.0754,0.0000,3.4401
"GUC","ORD",20.0000,2,151.0000,1031.0000,0.0000,0.0000,20.0000,0.0000,0.0000
"HDN","ORD",37.8502,671,127.5765,1009.0000,8.0703,0.2510,22.5000,0.0000,14.8954
"HNL","ORD",-2.0306,4249,458.7851,4243.0000,2.9690,0.0059,2.0588,0.0135,2.1267
"HPN","ORD",12.2073,3783,117.3474,738.0000,3.8970,1.4627,10.2837,0.0617,1.8176
"IAD","ORD",7.2901,18798,94.8935,589.0000,3.5354,0.8794,7.0834,0.0125,3.7615
"IAH","ORD",12.2148,13924,126.6183,925.0000,2.4652,0.3215,12.4261,0.0014,4.9814
"ICT","ORD",3.7896,600,82.5374,588.0000,7.0762,0.1746,11.3841,0.0000,1.8476
"IND","ORD",10.7339,11738,41.1125,177.0000,2.6061,0.5558,8.7276,0.0495,4.7161
"JAC","ORD",35.6087,1362,141.4477,1162.0000,8.1272,1.1979,15.8784,0.0339,19.5156
"JAX","ORD",15.1809,1167,133.2634,865.0000,5.4176,0.1847,17.5840,0.0000,14.5507
"JFK","ORD",25.6611,4222,100.4304,740.0000,7.3748,1.4314,25.1489,0.0841,13.2127
"KOA","ORD",-1.1713,1187,449.3444,4213.0000,3.2242,0.0208,2.0982,0.0000,4.3839
"LAS","ORD",12.5897,26711,183.1854,1515.0000,3.9205,0.3551,8.4465,0.0023,7.2285
"LAX","ORD",9.7278,50515,208.2095,1745.0000,3.8538,0.1184,8.5151,0.0749,3.8914
"LGA","ORD",13.5969,67325,116.5697,733.0000,2.1076,0.5529,10.9098,0.0090,8.6513
"LGB","ORD",20.9498,1438,265.3347,1735.0000,3.5237,0.0441,26.0750,0.1025,6.1963
"MCI","ORD",10.2957,22832,61.3047,403.0000,1.8448,0.4620,9.6112,0.0060,5.7685
"MCO","ORD",10.8994,23575,146.7711,1005.0000,2.2956,0.5536,8.2327,0.0042,6.7744
"MDT","ORD",7.9512,3290,97.0822,594.0000,7.6206,0.4367,10.2223,0.0000,3.4413
"MHT","ORD",7.9687,7283,128.0445,843.0000,3.3411,0.1825,9.5004,0.0000,3.9473
"MIA","ORD",16.2433,22349,166.8224,1197.0000,5.7507,1.1706,10.4866,0.0389,5.1095
"MSP","ORD",11.0807,40986,54.6819,334.0000,2.4466,0.3243,9.7899,0.0005,6.1765
"MSY","ORD",11.0333,9528,121.2740,837.0000,2.7629,0.1384,9.8148,0.0032,5.4852
"MTJ","ORD",21.1875,98,138.1875,1081.0000,0.8108,1.0541,13.4865,0.0000,14.6216
"OAK","ORD",11.0083,5411,218.0197,1835.0000,3.0497,0.1094,9.9131,0.0094,2.9409
"OGG","ORD",-2.1197,1253,456.7526,4184.0000,2.1047,0.1088,1.2745,0.0000,4.4402
"OKC","ORD",15.4118,17,97.7059,693.0000,NULL,NULL,NULL,NULL,NULL
