"origin","destination","arr_delay_time","num_of_flights","flight_time","distance","carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay"
"DFW","HNL",3.9421,4398,470.5540,3784.0000,7.1426,1.2105,3.3304,0.0000,0.1398
"DFW","HSV",8.5677,4785,78.1747,603.0000,3.6894,1.6496,2.4616,0.0029,6.2710
"DFW","IAD",6.7593,13063,144.9896,1172.0000,3.8146,1.5314,3.6707,0.0157,4.2520
"DFW","IAH",9.1030,15351,43.3434,224.0000,3.2487,1.7282,4.6109,0.0073,4.2906
"DFW","ICT",8.4806,6678,52.1586,328.0000,4.0111,1.9473,2.0786,0.0030,5.4927
"DFW","IND",7.1608,11905,100.2193,762.0000,4.1935,1.6583,2.3966,0.0122,4.5588
"DFW","JAC",15.0903,1134,143.4540,1046.0000,9.3218,3.6478,2.6153,0.0220,5.1950
"DFW","JAX",6.9433,7970,113.0820,919.0000,4.2098,1.5749,2.4198,0.0087,4.3686
"DFW","JFK",14.1365,5821,177.4223,1391.0000,5.2988,1.4002,9.2937,0.0049,3.7593
"DFW","LAS",11.1964,24100,145.3401,1055.0000,5.4820,1.8804,3.8193,0.0124,4.7957
"DFW","LAX",10.9783,38331,166.5319,1235.0000,5.3807,2.0208,3.5578,0.0110,4.9454
"DFW","LGA",14.7384,31590,176.7734,1389.0000,2.9576,1.2189,13.7693,0.0035,3.6559
"DFW","LGB",6.5969,5215,166.8672,1220.0000,3.0689,1.1577,2.1636,0.0083,3.3003
"DFW","LIT",-3.6209,155,43.8758,304.0000,NULL,NULL,NULL,NULL,NULL
"DFW","MCI",7.8048,20378,68.2393,460.0000,3.7824,1.5066,1.8572,0.0101,4.5726
"DFW","MCO",10.6664,23088,124.3848,984.0000,5.9923,1.7292,2.8525,0.0092,5.1870
"DFW","MDW",2.9898,5168,108.9600,797.0000,2.2040,1.2732,2.5646,0.0071,2.8796
"DFW","MEM",7.1409,7781,62.8102,432.0000,3.6112,1.4125,3.0470,0.0000,4.9963
"DFW","MFE",7.0195,8238,68.6679,468.0000,3.9148,1.6056,2.1239,0.0166,4.7064
"DFW","MIA",11.9221,19701,135.5233,1121.0000,6.1397,2.0601,4.4757,0.0103,3.5827
"DFW","MSP",8.1092,12269,117.6125,852.0000,3.9260,1.6036,3.7965,0.0079,4.5626
"DFW","MSY",8.0875,14959,62.5240,448.0000,4.0866,1.7241,2.4713,0.0285,4.3996
"DFW","MTJ",8.5215,187,109.8280,722.0000,6.3377,3.1299,3.3636,0.0000,2.0260
"DFW","OAK",7.4311,9138,197.3648,1456.0000,3.6133,2.0263,2.5739,0.0104,4.4355
"DFW","OGG",2.8744,2224,462.6900,3711.0000,5.9231,1.3901,4.1361,0.0000,0.4516
"DFW","OKC",10.3767,12502,33.3303,175.0000,4.4177,2.3498,1.9699,0.0090,6.1463
"DFW","OMA",8.1148,9223,81.9407,583.0000,3.9321,1.6501,2.0211,0.0038,5.2942
"DFW","ONT",10.7133,11214,160.1891,1189.0000,4.5887,2.3402,2.9071,0.0099,5.8852
"DFW","ORD",14.1750,50600,109.6339,802.0000,2.8488,1.0342,10.9211,0.0104,5.9451
"DFW","ORF",7.9095,5953,145.8578,1213.0000,4.2373,1.6156,2.5894,0.0278,4.5624
"DFW","PBI",7.7604,5558,136.4006,1103.0000,4.3357,1.5708,3.1105,0.0145,4.3329
"DFW","PDX",8.0631,11245,216.9053,1616.0000,4.6915,2.2012,2.8457,0.0059,3.9539
"DFW","PHL",11.8615,15668,164.7768,1302.0000,3.6687,1.4938,9.6707,0.0095,4.1554
"DFW","PHX",9.7505,21083,126.2600,868.0000,5.1710,2.0153,2.5881,0.0058,4.8666
"DFW","PIT",3.7444,3960,131.8519,1068.0000,2.7677,1.3590,1.7223,0.0471,3.1358
"DFW","PSP",8.4164,5335,155.7536,1126.0000,4.6911,1.7386,3.0014,0.0072,4.7966
"DFW","PVD",14.9045,881,182.4281,1529.0000,4.2758,2.4438,3.9421,0.0091,5.7037
"DFW","RDU",8.8112,14984,132.2780,1062.0000,4.2161,1.5656,2.8835,0.0030,5.1451
"DFW","RIC",8.5305,6299,140.1317,1158.0000,4.4484,1.6562,3.0625,0.0045,4.6029
"DFW","RNO",12.9528,6309,181.4305,1345.0000,5.5705,2.5853,3.0046,0.0099,6.0719
"DFW","RSW",10.5389,4810,127.5971,1017.0000,5.3769,2.4318,3.4047,0.0161,4.6260
"DFW","SAN",8.9268,23546,159.4722,1171.0000,4.7908,1.8037,2.7230,0.0055,4.5097
"DFW","SAT",8.3063,29641,44.1207,247.0000,3.7670,1.8021,2.1992,0.0112,4.9630
"DFW","SDF",9.7576,4911,96.5885,733.0000,4.7172,1.9223,3.0169,0.0133,5.7845
"DFW","SEA",8.9021,20938,224.3342,1660.0000,4.9908,2.0225,3.1916,0.0123,4.0558
"DFW","SFO",10.3695,24685,198.5327,1464.0000,4.4750,1.8511,6.1413,0.0097,4.5302
"DFW","SJC",6.6159,15119,196.2052,1438.0000,4.1572,1.4874,2.5374,0.0177,4.2099
"DFW","SJU",8.9082,7063,246.7770,2165.0000,6.6638,1.4991,3.3461,0.0044,2.7388
"DFW","SLC",6.6362,18055,138.8646,988.0000,4.1473,1.2900,2.4293,0.0100,3.4561
"DFW","SMF",10.5391,10815,193.9589,1431.0000,4.5875,2.2216,2.9025,0.0033,5.2440
"DFW","SNA",7.5505,20267,163.8375,1205.0000,4.3847,1.5213,2.7014,0.0072,3.8882
"DFW","STL",7.0299,23334,77.6989,551.0000,3.7907,1.7027,1.9101,0.0070,4.9369
"DFW","TPA",7.1537,18349,117.9678,929.0000,4.1398,1.3587,2.8580,0.0069,4.2059
"DFW","TUL",14.7289,10464,40.1237,237.0000,5.9931,3.2397,2.3554,0.0237,7.0992
"DFW","TUS",9.8921,16126,114.5629,813.0000,4.4164,2.1904,2.4029,0.0105,5.7147
"DFW","XNA",8.5672,4327,44.4813,281.0000,3.7564,1.4293,2.3294,0.0133,5.5145
"EWR","ATL",12.8115,22603,111.8611,745.0000,2.6730,0.2769,8.6894,0.0645,7.1111
"EWR","BOS",-43.0000,2,40.0000,200.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"EWR","CVG",6.0697,4167,97.3246,569.0000,1.3912,0.0266,4.2048,0.0163,5.2472
"EWR","DEN",8.0911,7191,223.8721,1605.0000,2.3858,0.5496,5.7322,0.0012,8.3819
"EWR","DFW",10.0849,14392,193.9362,1372.0000,2.8724,1.0417,7.1908,0.0229,6.8705
"EWR","EGE",24.6507,652,243.0670,1725.0000,10.3681,1.3524,4.8465,0.0000,18.0571
"EWR","FLL",15.9964,5350,148.6664,1065.0000,4.0948,0.1564,5.3069,0.0436,18.8981
"EWR","IAD",-18.0000,1,38.0000,213.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"EWR","JFK",383.6000,5,310.2000,21.0000,0.0000,0.0000,383.2000,0.0000,0.0000
"EWR","LAX",7.6544,8732,324.5353,2454.0000,3.6073,0.5679,7.3133,0.0211,5.6373
"EWR","LGA",NULL,1,NULL,17.0000,NULL,NULL,NULL,NULL,NULL
"EWR","MCO",13.6045,7532,132.2590,938.0000,2.9935,0.2791,4.6537,0.0175,16.5480
"EWR","MIA",14.3928,7033,148.4714,1086.0000,4.5297,0.8295,5.8031,0.0478,9.6828
"EWR","ORD",16.1682,34503,115.5094,719.0000,2.2805,0.5397,11.1133,0.0064,10.0627
"EWR","PBI",32.3783,1613,140.1801,1024.0000,4.8907,0.1228,5.3578,0.0299,34.4117
"EWR","RSW",0.1153,1402,155.1203,1068.0000,3.3227,0.4366,3.8631,0.0000,3.5784
"EWR","SFO",7.0974,5195,340.9389,2565.0000,2.6983,0.8412,6.5595,0.0000,7.4308
"EWR","SJU",4.7833,4479,201.5353,1608.0000,3.7882,0.5936,3.9977,0.0739,3.5881
"EWR","SLC",6.8321,4211,272.0912,1968.0000,3.4544,0.2358,7.1392,0.0311,4.4009
"EWR","STL",-1.0401,1406,132.6990,872.0000,3.5244,0.1771,7.4575,0.0000,1.5272
"EWR","TPA",17.2156,1232,143.9008,998.0000,4.2614,0.1200,6.5341,0.0590,17.0702
"IAH","ATL",11.0264,10656,94.8806,689.0000,3.4398,0.3586,8.0743,0.0000,4.9814
"IAH","CVG",-3.6087,333,115.2764,871.0000,2.3483,0.0000,1.0781,0.0000,2.9880
"IAH","DAL",6.1044,4368,39.5791,217.0000,0.3313,0.1867,1.9035,0.0000,5.8524
"IAH","DEN",5.3117,9388,123.9627,861.0000,2.6477,0.2527,2.8805,0.0000,5.6229
"IAH","DFW",7.0419,15355,43.4794,224.0000,1.6091,0.6864,3.9509,0.0031,6.5815
"IAH","IAD",-5.8417,125,149.8250,1190.0000,5.1667,1.7500,7.7917,0.0000,29.8333
"IAH","MIA",6.4077,7614,119.0255,964.0000,2.4244,0.3662,3.6518,0.0043,6.5217
"IAH","ORD",12.2148,13924,126.6183,925.0000,2.4652,0.3215,12.4261,0.0014,4.9814
"IAH","SFO",1.1047,2192,224.7053,1635.0000,4.9040,0.0449,3.5883,0.0000,1.2013
"IAH","SLC",0.4730,3246,167.0493,1195.0000,2.5956,0.3056,2.5777,0.0105,0.9508
"IAH","STL",18.7722,82,99.8608,668.0000,NULL,NULL,NULL,NULL,NULL
"LAS","ABQ",8.3978,13012,65.3201,487.0000,2.4298,0.1776,1.4182,0.0506,7.9142
"LAS","ALB",10.0798,2192,251.9156,2237.0000,4.6279,0.6156,2.6693,0.0369,8.7040
"LAS","AMA",10.7715,2193,95.6012,758.0000,2.7954,0.3337,1.6686,0.1223,9.1789
"LAS","ATL",4.6318,17531,202.7658,1747.0000,2.8352,0.1393,3.9240,0.0107,3.5524
"LAS","AUS",4.8300,6580,136.0122,1090.0000,2.7680,0.1400,1.1153,0.0631,6.1375
"LAS","BDL",6.7949,2054,259.8453,2298.0000,3.2705,0.4407,1.9844,0.0061,8.0918
"LAS","BHM",0.1844,2192,187.6682,1618.0000,1.9897,0.1097,0.9600,0.1046,3.9926
"LAS","BNA",1.8099,7294,185.5782,1588.0000,2.7279,0.2113,1.3058,0.0442,4.7510
"LAS","BOI",6.5367,4405,84.5768,520.0000,2.9713,0.1281,1.4306,0.0635,6.9779
"LAS","BOS",5.5657,3165,322.2226,2381.0000,2.0089,0.1056,2.6000,0.0000,9.8807
"LAS","BUF",7.6123,2421,226.6510,1987.0000,3.1386,0.3043,2.1441,0.0563,9.0872
"LAS","BUR",9.3705,27225,44.1942,223.0000,2.5870,0.1911,1.4952,0.0558,8.0732
"LAS","BWI",2.0116,6057,242.5596,2106.0000,2.4245,0.3338,2.0702,0.0450,5.5207
"LAS","CLE",6.6251,1632,212.3200,1825.0000,3.5044,0.1542,1.9075,0.0646,6.8877
"LAS","CMH",3.1901,4173,204.6534,1772.0000,3.6348,0.2105,1.5236,0.0791,5.5537
"LAS","CVG",-0.3858,7579,196.4066,1678.0000,1.9328,0.0606,1.7695,0.0048,2.4155
"LAS","DEN",6.7363,26393,85.0414,629.0000,2.8064,0.3414,2.1244,0.0199,8.0463
"LAS","DFW",10.8392,24105,128.7469,1055.0000,5.1712,0.7044,3.7953,0.0126,6.8285
"LAS","DTW",-0.4255,47,211.3404,1750.0000,4.6383,0.0000,1.5745,0.0000,0.0000
"LAS","ELP",7.4325,4610,77.6981,584.0000,2.2752,0.2630,1.5240,0.0764,8.8140
"LAS","FLL",8.5763,1627,245.6648,2174.0000,3.5144,0.0879,1.5211,0.0000,9.0724
"LAS","GEG",6.3055,2992,120.5728,806.0000,3.3496,0.1294,2.0738,0.0790,7.8726
"LAS","HOU",5.6538,8659,152.8723,1235.0000,2.7730,0.2513,1.6860,0.0863,7.3802
"LAS","IAD",3.1153,7763,252.7517,2066.0000,3.2882,0.1865,3.3340,0.0166,5.0172
"LAS","IND",4.2422,4335,186.1828,1591.0000,3.2142,0.1485,1.3865,0.0514,6.5870
"LAS","ISP",6.2538,2134,266.4929,2283.0000,3.6329,0.7881,3.2516,0.0911,4.3289
"LAS","JAX",4.6293,236,226.1250,1965.0000,15.9655,1.0862,2.2759,0.1552,35.0690
"LAS","JFK",9.3309,14931,363.3063,2248.0000,3.2956,0.2887,7.8411,0.0217,7.7903
"LAS","LAX",7.4317,49189,41.9519,236.0000,2.6245,0.2029,2.0787,0.0366,7.0465
